"4 bedroom house for rent at Tesano",4,3,"5,439 ","4 bedroom house for rent at Tesano"
"4 bedroom house for rent at Labone",4,3,"15,229 ","4 bedroom house for rent at Labone"
"4 bedroom house for rent at Airport Residential Area, ",4,5,"30,418 ","4 bedroom house for rent at Airport Residential Area, "
"4 bedroom house for rent at Dovehill Estate, Spintex Road",4,5,"9,790 ","4 bedroom house for rent at Dovehill Estate, Spintex Road"
"2 bedroom house for rent at East Legon",2,2,"2,500 ","2 bedroom house for rent at East Legon"
"4 bedroom house for rent at East legon adjiringanor",4,5,"5,500 ","4 bedroom house for rent at East legon adjiringanor"
"4 bedroom furnished house for rent at Abelemkpe",4,4,"21,756 ","4 bedroom furnished house for rent at Abelemkpe"
"3 bedroom house for rent at Adjiringanor",3,3,"6,527 ","3 bedroom house for rent at Adjiringanor"
"3 bedroom furnished house for rent at adjiringanor",3,4,"8,158 ","3 bedroom furnished house for rent at adjiringanor"
"3 bedroom house for rent at Spintex Road",3,3,"8,158 ","3 bedroom house for rent at Spintex Road"
"2 bedroom house for rent at South La",2,2,"8,430 ","2 bedroom house for rent at South La"
"6 bedroom house for rent at Mallam",6,6,"2,200 ","6 bedroom house for rent at Mallam"
"4 bedroom furnished townhouse for rent at Airport Residential Area",4,4,"21,756 ","4 bedroom furnished townhouse for rent at Airport Residential Area"
"3 bedroom townhouse for rent at North Ridge",3,3,"19,036 ","3 bedroom townhouse for rent at North Ridge"
,,,,
"2 bedroom house for rent at Abelemkpe",2,2,"5,439 ","2 bedroom house for rent at Abelemkpe"
"1 bedroom furnished apartment for rent at Cantonments",1,1,"12,509 ","1 bedroom furnished apartment for rent at Cantonments"
"4 bedroom townhouse for rent at Cantonments",4,4,"19,036 ","4 bedroom townhouse for rent at Cantonments"
"3 bedroom furnished apartment for rent at Cantonments",3,3,"13,597 ","3 bedroom furnished apartment for rent at Cantonments"
"3 bedroom apartment for rent at Spintex Road",3,2,[ disclosed on request] ,"3 bedroom apartment for rent at Spintex Road"
"3 bedroom townhouse for rent at Cantonments",3,4,"27,195 ","3 bedroom townhouse for rent at Cantonments"
"5 bedroom townhouse for rent at Cantonments",5,5,"32,633 ","5 bedroom townhouse for rent at Cantonments"
"4 bedroom house for rent at East Legon",4,5,"13,597 ","4 bedroom house for rent at East Legon"
"5 bedroom furnished house for rent at Haatso",5,4,"67,986 ","5 bedroom furnished house for rent at Haatso"
"2 bedroom apartment for rent at Ofankor",2,1,850 ,"2 bedroom apartment for rent at Ofankor"
"2 bedroom furnished apartment for rent at Ridge",2,2,"12,509 ","2 bedroom furnished apartment for rent at Ridge"
"4 bedroom townhouse for rent at Ridge",4,4,"24,475 ","4 bedroom townhouse for rent at Ridge"
"4 bedroom house for rent at East Airport",4,4,"9,790 ","4 bedroom house for rent at East Airport"
"5 bedroom house for rent at East Legon A R S Roundabout ",5,6,"9,790 ","5 bedroom house for rent at East Legon A R S Roundabout "
"5 bedroom house for rent at Airport Residential Area",5,5,"21,756 ","5 bedroom house for rent at Airport Residential Area"
"3 bedroom apartment for rent at Roman Ridge",3,2,"6,527 ","3 bedroom apartment for rent at Roman Ridge"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"Furnished commercialspace for rent at Spintex ,",,2,136/m2 ,"Furnished commercialspace for rent at Spintex ,"
"Commercialspace for rent at Tudu,  Central",,,[ disclosed on request] ,"Commercialspace for rent at Tudu,  Central"
"Commercialspace for rent at Spintex",,5,109/m2 ,"Commercialspace for rent at Spintex"
4 bedroom house for rent at Airport Area,4,4,"33,600 ",4 bedroom house for rent at Airport Area
6 bedroom house for rent at East Legon,6,7,"19,036 ",6 bedroom house for rent at East Legon
5 bedroom house for rent at Trasacco,5,5,"10,878 ",5 bedroom house for rent at Trasacco
5 bedroom house for rent at Kumasi,5,5,"1,200 ",5 bedroom house for rent at Kumasi
4 bedroom house for rent at East Legon,4,5,"5,500 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at East Legon,4,5,"5,400 ",4 bedroom house for rent at East Legon
3 bedroom furnished house for rent at spintex coca cola,3,3,"6,527 ",3 bedroom furnished house for rent at spintex coca cola
3 bedroom house for rent at Oyarifa,3,4,"1,500 ",3 bedroom house for rent at Oyarifa
3 bedroom furnished house for rent at Achimota,3,3,"4,895 ",3 bedroom furnished house for rent at Achimota
4 bedroom house for rent at Adenta Municipality,4,3,"1,800 ",4 bedroom house for rent at Adenta Municipality
House for rent at East Legon,,,"17,520 ",House for rent at East Legon
4 bedroom house for rent at  Ashie,4,4,"2,500 ",4 bedroom house for rent at  Ashie
4 bedroom house for rent at East Legon,4,5,"3,535 ",4 bedroom house for rent at East Legon
3 bedroom house for rent at Eastlegon,3,2,"3,535 ",3 bedroom house for rent at Eastlegon
4 bedroom house for rent at Oyarifa,4,4,"3,535 ",4 bedroom house for rent at Oyarifa
3 bedroom house for rent at Trade Fair,3,3,"6,527 ",3 bedroom house for rent at Trade Fair
3 bedroom furnished house for rent at Spintex,3,2,"3,807 ",3 bedroom furnished house for rent at Spintex
4 bedroom house for rent at Cantonments,4,4,"38,181 ",4 bedroom house for rent at Cantonments
4 bedroom house for rent at Sakumono,4,3,"1,904 ",4 bedroom house for rent at Sakumono
5 bedroom house for rent at East Legon A R  S  Roundabout,5,6,"9,790 ",5 bedroom house for rent at East Legon A R  S  Roundabout
"3 bedroom house for rent at Regimanuel Estates, Spintex",3,3,"6,527 ","3 bedroom house for rent at Regimanuel Estates, Spintex"
3 bedroom house for rent at Adenta municipal,3,5,"2,500 ",3 bedroom house for rent at Adenta municipal
3 bedroom house for rent at Adenta-Oyarifa,3,3,"1,800 ",3 bedroom house for rent at Adenta-Oyarifa
5 bedroom house for rent at Abelemkpe,5,6,"10,878 ",5 bedroom house for rent at Abelemkpe
4 bedroom house for rent at SPINTEX,4,3,"3,000 ",4 bedroom house for rent at SPINTEX
3 bedroom house for rent at Kasoa,3,4,"3,500 ",3 bedroom house for rent at Kasoa
5 bedroom house for rent at Ablekuma,5,3,"1,700 ",5 bedroom house for rent at Ablekuma
3 bedroom house for rent at Spintex,3,2,"1,200 ",3 bedroom house for rent at Spintex
10 bedroom house for rent at Airport Area,10,6,"43,511 ",10 bedroom house for rent at Airport Area
5 bedroom house for rent at North Kaneshie,5,4,"8,158 ",5 bedroom house for rent at North Kaneshie
3 bedroom furnished house for rent at Airport Residential Area,3,3,"20,625 ",3 bedroom furnished house for rent at Airport Residential Area
5 bedroom house for rent at Bortianor,5,3,"1,600 ",5 bedroom house for rent at Bortianor
2 bedroom house for rent at Tse Addo,2,2,"3,500 ",2 bedroom house for rent at Tse Addo
4 bedroom house for rent at Spintex,4,5,"3,000 ",4 bedroom house for rent at Spintex
4 bedroom house for rent at Santasi- Kumasi,4,2,"2,500 ",4 bedroom house for rent at Santasi- Kumasi
5 bedroom house for rent at Abelemkpe,5,6,"10,878 ",5 bedroom house for rent at Abelemkpe
4 bedroom house for rent at SPINTEX,4,3,"3,000 ",4 bedroom house for rent at SPINTEX
3 bedroom house for rent at Kasoa,3,4,"3,500 ",3 bedroom house for rent at Kasoa
5 bedroom house for rent at Ablekuma,5,3,"1,700 ",5 bedroom house for rent at Ablekuma
3 bedroom house for rent at Spintex,3,2,"1,200 ",3 bedroom house for rent at Spintex
10 bedroom house for rent at Airport Area,10,6,"43,511 ",10 bedroom house for rent at Airport Area
3 bedroom furnished house for rent at Airport Residential Area,3,3,"20,625 ",3 bedroom furnished house for rent at Airport Residential Area
5 bedroom house for rent at North Kaneshie,5,4,"8,158 ",5 bedroom house for rent at North Kaneshie
5 bedroom house for rent at Bortianor,5,3,"1,600 ",5 bedroom house for rent at Bortianor
4 bedroom house for rent at East Legon,4,4,"9,790 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at  SAKUMONO,4,4,"8,158 ",4 bedroom house for rent at  SAKUMONO
5 bedroom house for rent at SPINTEX,5,5,"5,439 ",5 bedroom house for rent at SPINTEX
4 bedroom furnished house for rent at East Legon,4,4,"22,000 ",4 bedroom furnished house for rent at East Legon
"4 bedroom house for rent at Spintex, Baatsona",4,5,"4,351 ","4 bedroom house for rent at Spintex, Baatsona"
4 bedroom house for rent at East Legon,4,4,"17,600 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at East Airport,4,4,"11,000 ",4 bedroom house for rent at East Airport
4 bedroom house for rent at Dzorwulu,4,4,"19,250 ",4 bedroom house for rent at Dzorwulu
4 bedroom house for rent at Adjiringanor,4,4,"7,020 ",4 bedroom house for rent at Adjiringanor
4 bedroom house for rent at Adjiringanor,4,4,"7,020 ",4 bedroom house for rent at Adjiringanor
5 bedroom house for rent at Roman Ridge,5,6,"37,800 ",5 bedroom house for rent at Roman Ridge
5 bedroom house for rent at East Legon,5,6,"18,900 ",5 bedroom house for rent at East Legon
5 bedroom house for rent at Airport Residential Area,5,6,"24,475 ",5 bedroom house for rent at Airport Residential Area
4 bedroom house for rent at East Legon,4,4,"18,900 ",4 bedroom house for rent at East Legon
8 bedroom house for rent at Adjiringanor,8,8,"18,900 ",8 bedroom house for rent at Adjiringanor
4 bedroom house for rent at Ofankor,4,4,"1,500 ",4 bedroom house for rent at Ofankor
6 bedroom furnished house for rent at Tema,6,6,"8,100 ",6 bedroom furnished house for rent at Tema
5 bedroom furnished house for rent at Tantra Hills,5,5,"5,400 ",5 bedroom furnished house for rent at Tantra Hills
4 bedroom furnished house for rent at East Legon,4,5,"13,500 ",4 bedroom furnished house for rent at East Legon
4 bedroom house for rent at Abelemkpe,4,5,"21,600 ",4 bedroom house for rent at Abelemkpe
4 bedroom furnished house for rent at East Legon,4,4,"11,880 ",4 bedroom furnished house for rent at East Legon
4 bedroom house for rent at East Legon,4,4,"18,900 ",4 bedroom house for rent at East Legon
5 bedroom house for rent at Adjiringanor Road,5,5,"13,500 ",5 bedroom house for rent at Adjiringanor Road
4 bedroom house for rent at Adjiringanor,4,4,"11,880 ",4 bedroom house for rent at Adjiringanor
3 bedroom furnished house for rent at Adjiringanor Road,3,2,"13,500 ",3 bedroom furnished house for rent at Adjiringanor Road
7 bedroom house for rent at New Achimota,7,5,"8,100 ",7 bedroom house for rent at New Achimota
5 bedroom house for rent at East Legon,5,5,"18,900 ",5 bedroom house for rent at East Legon
5 bedroom house for rent at Adjiringanor,5,5,"13,500 ",5 bedroom house for rent at Adjiringanor
6 bedroom house for rent at Adjiringanor Road,6,5,"6,480 ",6 bedroom house for rent at Adjiringanor Road
5 bedroom house for rent at Adjiringanor Road,5,4,"13,500 ",5 bedroom house for rent at Adjiringanor Road
4 bedroom house for rent at Adjiringanor,4,3,"5,400 ",4 bedroom house for rent at Adjiringanor
4 bedroom furnished house for rent at Cantonments,4,4,"29,700 ",4 bedroom furnished house for rent at Cantonments
4 bedroom house for rent at Adjiringanor Road,4,4,"11,880 ",4 bedroom house for rent at Adjiringanor Road
4 bedroom furnished house for rent at East Legon Hills,4,4,"5,670 ",4 bedroom furnished house for rent at East Legon Hills
4 bedroom house for rent at East legon,4,4,"8,100 ",4 bedroom house for rent at East legon
5 bedroom house for rent at Adjiringanor,5,4,"13,500 ",5 bedroom house for rent at Adjiringanor
4 bedroom house for rent at East legon,4,4,"8,100 ",4 bedroom house for rent at East legon
4 bedroom furnished house for rent at East Legon Hills,4,4,"5,670 ",4 bedroom furnished house for rent at East Legon Hills
5 bedroom house for rent at Adjiringanor,5,4,"13,500 ",5 bedroom house for rent at Adjiringanor
3 bedroom house for rent at East legon,3,2,"18,900 ",3 bedroom house for rent at East legon
3 bedroom house for rent at East legon Adjiringanor,3,3,"3,263 ",3 bedroom house for rent at East legon Adjiringanor
2 bedroom house for rent at Dnsoman Ave Maria,2,2,"2,719 ",2 bedroom house for rent at Dnsoman Ave Maria
4 bedroom house for rent at East legon trasacco valley,4,5,"10,878 ",4 bedroom house for rent at East legon trasacco valley
4 bedroom house for rent at School Junction,4,5,"3,807 ",4 bedroom house for rent at School Junction
4 bedroom house for rent at Lagos Avenue,4,5,"21,756 ",4 bedroom house for rent at Lagos Avenue
4 bedroom house for rent at Trasacco valley phase 1,4,5,"10,878 ",4 bedroom house for rent at Trasacco valley phase 1
4 bedroom house for rent at Airport Hills,4,5,"32,633 ",4 bedroom house for rent at Airport Hills
4 bedroom house for rent at Airport hills,4,5,"29,914 ",4 bedroom house for rent at Airport hills
4 bedroom house for rent at East Legon near dell hospital,4,5,"10,878 ",4 bedroom house for rent at East Legon near dell hospital
4 bedroom house for rent at East Legon hills,4,5,"3,500 ",4 bedroom house for rent at East Legon hills
4 bedroom house for rent at East legon,4,5,"19,036 ",4 bedroom house for rent at East legon
4 bedroom house for rent at Trasacco valley,4,5,"10,878 ",4 bedroom house for rent at Trasacco valley
4 bedroom house for rent at East Legon near dell hospital,4,5,"10,878 ",4 bedroom house for rent at East Legon near dell hospital
4 bedroom furnished house for rent at Spintex lashibi,4,5,"9,790 ",4 bedroom furnished house for rent at Spintex lashibi
3 bedroom house for rent at East Legon dell hospital area,3,4,"6,527 ",3 bedroom house for rent at East Legon dell hospital area
4 bedroom house for rent at East Legon N.T.H.C,4,5,"10,878 ",4 bedroom house for rent at East Legon N.T.H.C
4 bedroom house for rent at East Legon Hills,4,5,"3,807 ",4 bedroom house for rent at East Legon Hills
4 bedroom house for rent at East Legon Agyiringano,4,5,"3,500 ",4 bedroom house for rent at East Legon Agyiringano
4 bedroom house for rent at Airport hills,4,5,"32,633 ",4 bedroom house for rent at Airport hills
4 bedroom house for rent at East Legon,4,5,"6,527 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at East legon,4,5,"19,036 ",4 bedroom house for rent at East legon
3 bedroom house for rent at Trasacco valley,3,4,"5,439 ",3 bedroom house for rent at Trasacco valley
3 bedroom house for rent at East Legon dell hospital area,3,4,"6,527 ",3 bedroom house for rent at East Legon dell hospital area
3 bedroom house for rent at East Legon Hills,3,3,"2,000 ",3 bedroom house for rent at East Legon Hills
4 bedroom furnished house for rent at Spintex Road,4,5,"6,527 ",4 bedroom furnished house for rent at Spintex Road
4 bedroom house for rent at East legon,4,5,"19,036 ",4 bedroom house for rent at East legon
4 bedroom house for rent at East Legon,4,5,"10,878 ",4 bedroom house for rent at East Legon
3 bedroom house for rent at East Legon Lagos Avenue,3,4,"16,317 ",3 bedroom house for rent at East Legon Lagos Avenue
4 bedroom furnished house for rent at East Legon,4,4,[ disclosed on request] ,4 bedroom furnished house for rent at East Legon
3 bedroom house for rent at North Ridge,3,2,"16,317 ",3 bedroom house for rent at North Ridge
3 bedroom house for rent at East Legon,3,3,"16,317 ",3 bedroom house for rent at East Legon
2 bedroom house for rent at Haatso,2,2,[ disclosed on request] ,2 bedroom house for rent at Haatso
3 bedroom furnished house for rent at Dzorwulu,3,3,"12,238 ",3 bedroom furnished house for rent at Dzorwulu
4 bedroom house for rent at Cantonments,4,4,[ disclosed on request] ,4 bedroom house for rent at Cantonments
6 bedroom house for rent at Adjiringanor Road,6,5,"6,480 ",6 bedroom house for rent at Adjiringanor Road
3 bedroom house for rent at Achimota,3,3,"2,200 ",3 bedroom house for rent at Achimota
4 bedroom house for rent at Achimota,4,3,"2,500 ",4 bedroom house for rent at Achimota
4 bedroom house for rent at Airport Residential Area,4,4,"27,195 ",4 bedroom house for rent at Airport Residential Area
3 bedroom house for rent at East Legon,3,3,[ disclosed on request] ,3 bedroom house for rent at East Legon
4 bedroom house for rent at Airport Residential Area,4,3,[ disclosed on request] ,4 bedroom house for rent at Airport Residential Area
5 bedroom house for rent at Dzorwulu,5,6,"19,036 ",5 bedroom house for rent at Dzorwulu
4 bedroom house for rent at Adjiringanor,4,4,[ disclosed on request] ,4 bedroom house for rent at Adjiringanor
4 bedroom house for rent at East legon,4,4,"8,100 ",4 bedroom house for rent at East legon
3 bedroom house for rent at West Trassaco,3,3,[ disclosed on request] ,3 bedroom house for rent at West Trassaco
4 bedroom furnished house for rent at East Legon,4,4,[ disclosed on request] ,4 bedroom furnished house for rent at East Legon
3 bedroom house for rent at North Ridge,3,2,"16,317 ",3 bedroom house for rent at North Ridge
5 bedroom house for rent at Adjiringanor,5,5,"13,500 ",5 bedroom house for rent at Adjiringanor
3 bedroom house for rent at East Legon,3,3,"16,317 ",3 bedroom house for rent at East Legon
5 bedroom house for rent at East Legon,5,5,"18,900 ",5 bedroom house for rent at East Legon
2 bedroom house for rent at Haatso,2,2,[ disclosed on request] ,2 bedroom house for rent at Haatso
3 bedroom house for rent at Achimota,3,3,"2,200 ",3 bedroom house for rent at Achimota
3 bedroom furnished house for rent at Dzorwulu,3,3,"12,238 ",3 bedroom furnished house for rent at Dzorwulu
6 bedroom house for rent at Adjiringanor Road,6,5,"6,480 ",6 bedroom house for rent at Adjiringanor Road
4 bedroom house for rent at Cantonments,4,4,[ disclosed on request] ,4 bedroom house for rent at Cantonments
4 bedroom house for rent at Achimota,4,3,"2,500 ",4 bedroom house for rent at Achimota
4 bedroom house for rent at Airport Residential Area,4,4,"27,195 ",4 bedroom house for rent at Airport Residential Area
3 bedroom house for rent at East Legon,3,3,[ disclosed on request] ,3 bedroom house for rent at East Legon
4 bedroom house for rent at Airport Residential Area,4,3,[ disclosed on request] ,4 bedroom house for rent at Airport Residential Area
3 bedroom house for rent at West Trassaco,3,3,[ disclosed on request] ,3 bedroom house for rent at West Trassaco
5 bedroom house for rent at Dzorwulu,5,6,"19,036 ",5 bedroom house for rent at Dzorwulu
4 bedroom house for rent at Airport Residential Area,4,4,"32,633 ",4 bedroom house for rent at Airport Residential Area
"3 bedroom furnished house for rent at Okponglo, East Legon",3,3,[ disclosed on request] ,"3 bedroom furnished house for rent at Okponglo, East Legon"
3 bedroom furnished house for rent at Abelemkpe,3,2,[ disclosed on request] ,3 bedroom furnished house for rent at Abelemkpe
4 bedroom house for rent at Adjiringanor,4,4,"11,880 ",4 bedroom house for rent at Adjiringanor
6 bedroom house for rent at East Legon,6,4,"19,200 ",6 bedroom house for rent at East Legon
2 bedroom house for rent at Cantonments,2,2,"13,597 ",2 bedroom house for rent at Cantonments
3 bedroom furnished house for rent at Adjiringanor Road,3,2,"13,500 ",3 bedroom furnished house for rent at Adjiringanor Road
3 bedroom house for rent at Achimota,3,3,[ disclosed on request] ,3 bedroom house for rent at Achimota
4 bedroom house for rent at Dzorwulu,4,4,"20,250 ",4 bedroom house for rent at Dzorwulu
5 bedroom house for rent at East Legon,5,5,[ disclosed on request] ,5 bedroom house for rent at East Legon
7 bedroom house for rent at East Legon,7,5,"10,878 ",7 bedroom house for rent at East Legon
3 bedroom house for rent at Abelemkpe,3,3,[ disclosed on request] ,3 bedroom house for rent at Abelemkpe
2 bedroom house for rent at East Legon,2,2,"8,158 ",2 bedroom house for rent at East Legon
7 bedroom house for rent at New Achimota,7,5,"8,100 ",7 bedroom house for rent at New Achimota
5 bedroom house for rent at East Legon,5,5,"18,900 ",5 bedroom house for rent at East Legon
5 bedroom house for rent at Airport Residential Area,5,5,[ disclosed on request] ,5 bedroom house for rent at Airport Residential Area
5 bedroom house for rent at East Legon,5,4,[ disclosed on request] ,5 bedroom house for rent at East Legon
4 bedroom house for rent at East Legon,4,4,[ disclosed on request] ,4 bedroom house for rent at East Legon
"2 bedroom furnished house for rent at Cantonments, ",2,3,"11,500 ","2 bedroom furnished house for rent at Cantonments, "
3 bedroom house for rent at Adenta municipal,3,5,"2,500 ",3 bedroom house for rent at Adenta municipal
3 bedroom house for rent at Adenta-Oyarifa,3,3,"1,800 ",3 bedroom house for rent at Adenta-Oyarifa
5 bedroom house for rent at Ablekuma,5,3,"1,700 ",5 bedroom house for rent at Ablekuma
3 bedroom house for rent at Spintex,3,2,"1,200 ",3 bedroom house for rent at Spintex
10 bedroom house for rent at Airport Area,10,6,"43,511 ",10 bedroom house for rent at Airport Area
5 bedroom house for rent at North Kaneshie,5,4,"8,158 ",5 bedroom house for rent at North Kaneshie
5 bedroom house for rent at Bortianor,5,3,"1,600 ",5 bedroom house for rent at Bortianor
4 bedroom house for rent at East Legon,4,4,"9,790 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at  SAKUMONO,4,4,"8,158 ",4 bedroom house for rent at  SAKUMONO
5 bedroom house for rent at SPINTEX,5,5,"5,439 ",5 bedroom house for rent at SPINTEX
2 bedroom house for rent at SPINTEX,2,3,"1,500 ",2 bedroom house for rent at SPINTEX
3 bedroom house for rent at Tantra,3,2,"2,200 ",3 bedroom house for rent at Tantra
5 bedroom house for rent at Manet Ville,5,6,"8,158 ",5 bedroom house for rent at Manet Ville
5 bedroom house for rent at Abelemkpe,5,6,"10,878 ",5 bedroom house for rent at Abelemkpe
4 bedroom house for rent at SPINTEX,4,3,"3,000 ",4 bedroom house for rent at SPINTEX
3 bedroom house for rent at Kasoa,3,4,"3,500 ",3 bedroom house for rent at Kasoa
5 bedroom house for rent at Ablekuma,5,3,"1,700 ",5 bedroom house for rent at Ablekuma
3 bedroom house for rent at Spintex,3,2,"1,200 ",3 bedroom house for rent at Spintex
10 bedroom house for rent at Airport Area,10,6,"43,511 ",10 bedroom house for rent at Airport Area
5 bedroom house for rent at North Kaneshie,5,4,"8,158 ",5 bedroom house for rent at North Kaneshie
5 bedroom house for rent at Bortianor,5,3,"1,600 ",5 bedroom house for rent at Bortianor
4 bedroom house for rent at East Legon,4,4,"9,790 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at  SAKUMONO,4,4,"8,158 ",4 bedroom house for rent at  SAKUMONO
5 bedroom house for rent at SPINTEX,5,5,"5,439 ",5 bedroom house for rent at SPINTEX
"4 bedroom house for rent at Spintex, Baatsona",4,5,"4,351 ","4 bedroom house for rent at Spintex, Baatsona"
3 bedroom house for rent at East legon Adjiringanor,3,3,"3,263 ",3 bedroom house for rent at East legon Adjiringanor
2 bedroom house for rent at Dnsoman Ave Maria,2,2,"2,719 ",2 bedroom house for rent at Dnsoman Ave Maria
4 bedroom house for rent at East legon trasacco valley,4,5,"10,878 ",4 bedroom house for rent at East legon trasacco valley
3 bedroom house for rent at Trasacco valley,3,4,"5,439 ",3 bedroom house for rent at Trasacco valley
3 bedroom house for rent at East Legon dell hospital area,3,4,"6,527 ",3 bedroom house for rent at East Legon dell hospital area
3 bedroom house for rent at East Legon Hills,3,3,"2,000 ",3 bedroom house for rent at East Legon Hills
4 bedroom house for rent at East Legon,4,5,"5,439 ",4 bedroom house for rent at East Legon
2 bedroom house for rent at East Legon hills,2,3,"2,000 ",2 bedroom house for rent at East Legon hills
4 bedroom house for rent at East Legon,4,5,"10,878 ",4 bedroom house for rent at East Legon
4 bedroom house for rent at East legon,4,5,"19,036 ",4 bedroom house for rent at East legon
"4 bedroom house for rent at East Legon , ability",4,5,"6,527 ","4 bedroom house for rent at East Legon , ability"
2 bedroom house for rent at East Legon ARS round about,2,3,"2,176 ",2 bedroom house for rent at East Legon ARS round about
"5 bedroom house for rent at East Legon , Ambasadorial area",5,6,"19,036 ","5 bedroom house for rent at East Legon , Ambasadorial area"
3 bedroom house for rent at East Legon Lagos Avenue,3,4,"16,317 ",3 bedroom house for rent at East Legon Lagos Avenue
4 bedroom house for rent at Airport Hills,4,5,"29,914 ",4 bedroom house for rent at Airport Hills
"5 bedroom house for rent at East Legon, N.T.H.C.",5,3,"8,158 ","5 bedroom house for rent at East Legon, N.T.H.C."
4 bedroom house for rent at East Legon A&C mall,4,5,"19,036 ",4 bedroom house for rent at East Legon A&C mall
3 bedroom house for rent at East Legon,3,4,"5,983 ",3 bedroom house for rent at East Legon
5 bedroom house for rent at Trasacco valley for rent,5,6,"8,158 ",5 bedroom house for rent at Trasacco valley for rent
"4 bedroom house for rent at Trasacco valley,",4,5,"8,158 ","4 bedroom house for rent at Trasacco valley,"
4 bedroom house for rent at East Legon,4,5,"5,439 ",4 bedroom house for rent at East Legon
2 bedroom house for rent at East Legon hills,2,3,"2,000 ",2 bedroom house for rent at East Legon hills
4 bedroom house for rent at East Legon,4,5,"10,878 ",4 bedroom house for rent at East Legon
3 bedroom house for rent at East Legon Lagos Avenue,3,4,"16,317 ",3 bedroom house for rent at East Legon Lagos Avenue
"4 bedroom house for rent at East Legon , ability",4,5,"6,527 ","4 bedroom house for rent at East Legon , ability"
2 bedroom house for rent at East Legon ARS round about,2,3,"2,176 ",2 bedroom house for rent at East Legon ARS round about
4 bedroom house for rent at East Legon A&C mall,4,5,"19,036 ",4 bedroom house for rent at East Legon A&C mall
3 bedroom house for rent at East Legon,3,4,"5,983 ",3 bedroom house for rent at East Legon
"5 bedroom house for rent at East Legon , Ambasadorial area",5,6,"19,036 ","5 bedroom house for rent at East Legon , Ambasadorial area"
"4 bedroom house for rent at Trasacco valley,",4,5,"8,158 ","4 bedroom house for rent at Trasacco valley,"
4 bedroom house for rent at Airport Hills,4,5,"29,914 ",4 bedroom house for rent at Airport Hills
"5 bedroom house for rent at East Legon, N.T.H.C.",5,3,"8,158 ","5 bedroom house for rent at East Legon, N.T.H.C."
5 bedroom house for rent at Trasacco valley for rent,5,6,"8,158 ",5 bedroom house for rent at Trasacco valley for rent
4 bedroom house for rent at East Legon. 69,4,5,"8,158 ",4 bedroom house for rent at East Legon. 69
3 bedroom house for rent at East Legon America house,3,4,"9,246 ",3 bedroom house for rent at East Legon America house
5 bedroom house for rent at East Legon,5,6,"8,158 ",5 bedroom house for rent at East Legon
"4 bedroom house for rent at East Legon , ability",4,5,"6,527 ","4 bedroom house for rent at East Legon , ability"
4 bedroom house for rent at East Legon,4,5,"10,878 ",4 bedroom house for rent at East Legon
2 bedroom house for rent at East Legon ARS round about,2,3,"2,176 ",2 bedroom house for rent at East Legon ARS round about
"5 bedroom house for rent at East Legon , Ambasadorial area",5,6,"19,036 ","5 bedroom house for rent at East Legon , Ambasadorial area"
3 bedroom house for rent at East Legon Lagos Avenue,3,4,"16,317 ",3 bedroom house for rent at East Legon Lagos Avenue
"5 bedroom house for rent at East Legon, N.T.H.C.",5,3,"8,158 ","5 bedroom house for rent at East Legon, N.T.H.C."
4 bedroom house for rent at East Legon A&C mall,4,5,"19,036 ",4 bedroom house for rent at East Legon A&C mall
3 bedroom house for rent at East Legon,3,4,"5,983 ",3 bedroom house for rent at East Legon
5 bedroom house for rent at Trasacco valley for rent,5,6,"8,158 ",5 bedroom house for rent at Trasacco valley for rent
"4 bedroom house for rent at Trasacco valley,",4,5,"8,158 ","4 bedroom house for rent at Trasacco valley,"
4 bedroom house for rent at Airport Hills,4,5,"29,914 ",4 bedroom house for rent at Airport Hills
"4 bedroom house for rent at Manet Palm Estate, East Legon",4,5,"4,351 ","4 bedroom house for rent at Manet Palm Estate, East Legon"
4 bedroom house for rent at East Legon. 69,4,5,"8,158 ",4 bedroom house for rent at East Legon. 69
3 bedroom house for rent at East Legon,3,4,"6,527 ",3 bedroom house for rent at East Legon
"5 bedroom furnished house for rent at trasacco valley, eastlegon",5,6,"27,195 ","5 bedroom furnished house for rent at trasacco valley, eastlegon"
5 bedroom furnished house for rent at East Legon,5,6,"19,036 ",5 bedroom furnished house for rent at East Legon
5 bedroom house for rent at East Legon,5,6,"11,966 ",5 bedroom house for rent at East Legon
4 bedroom house for rent at East legon hills,4,5,"3,535 ",4 bedroom house for rent at East legon hills
4 bedroom house for rent at Trasacco valley,4,5,"8,158 ",4 bedroom house for rent at Trasacco valley
3 bedroom house for rent at East Legon,3,4,"4,351 ",3 bedroom house for rent at East Legon
5 bedroom house for rent at East Legon - Trasacco Estate Road,5,6,"32,633 ",5 bedroom house for rent at East Legon - Trasacco Estate Road
3 bedroom house for rent at East Legon,3,4,"7,614 ",3 bedroom house for rent at East Legon
2 bedroom house for rent at East Legon hills,2,2,"7,071 ",2 bedroom house for rent at East Legon hills
